# Synthetic cluster and field from the UPMASK validation set.
# From:
# UPMASK: unsupervised photometric membership assignment in stellar clusters
# Krone-Martins, A., & Moitinho, A. 2014, A&A, 561, A57
#
RAJ2000;DECJ2000;Umag;Bmag;Vmag;Rmag;Imag;flag
143.759420;464.195428;18.084;16.646;14.794;13.716;12.665;2
682.445084;422.015972;22.685;21.798;20.269;19.287;18.265;2
794.246268;518.771620;21.712;20.617;19.245;18.366;17.414;2
165.582364;480.896772;21.787;20.395;18.808;17.769;16.628;2
410.353308;198.134468;18.666;17.631;16.459;15.695;14.860;2
744.568156;289.402788;18.492;17.657;16.610;15.944;15.226;2
143.755548;322.126116;22.990;21.814;20.152;19.131;18.151;2
110.226844;136.260964;13.480;13.099;12.657;12.373;12.069;2
478.085852;339.090756;25.907;23.375;20.365;18.545;16.690;2
458.328444;647.061188;22.236;21.270;19.713;18.748;17.799;2
534.138684;504.130884;21.592;20.784;19.371;18.472;17.549;2
560.864284;135.322532;23.470;21.986;20.267;19.148;17.918;2
164.979740;105.368740;23.707;22.533;20.771;19.676;18.592;2
197.913212;152.473732;12.610;12.415;11.718;11.305;10.940;2
512.770876;479.487012;21.507;20.314;18.912;18.008;17.025;2
750.513084;705.868420;23.156;21.978;20.342;19.290;18.178;2
670.660124;270.193796;17.310;15.652;13.802;12.764;11.804;2
165.791100;194.490212;22.335;21.194;19.632;18.667;17.763;2
482.195804; 95.512036;20.050;19.450;18.233;17.485;16.747;2
462.783356;570.328356;19.718;19.103;17.866;17.084;16.292;2
796.661340;466.030052;22.754;21.800;20.179;19.164;18.132;2
456.133372;152.228036;23.030;21.146;18.718;17.250;15.759;2
146.087196;650.417860;22.847;21.701;20.070;19.066;18.104;2
413.582908;147.440836;16.794;16.469;15.567;15.021;14.502;2
236.030236;256.784356;23.372;22.236;20.610;19.558;18.434;2
624.675548;272.677156;23.164;21.774;20.174;19.140;18.219;2
780.344380;460.148836;17.530;17.096;16.087;15.455;14.830;2
590.555132;256.111684;23.580;22.218;20.570;19.539;18.603;2
148.944380;409.803684;23.430;22.000;20.284;19.207;18.221;2
584.026940;648.308676;18.864;18.182;17.157;16.503;15.817;2
342.915036;137.611236;16.990;16.632;15.744;15.187;14.644;2
631.592348;358.320516;17.628;17.208;16.258;15.660;15.070;2
256.988316;475.625924;22.966;21.900;20.303;19.272;18.184;2
684.344828;450.310436;21.395;20.191;18.788;17.879;16.885;2
764.077404; 45.010596;21.803;20.874;19.419;18.486;17.517;2
489.066140;696.593572;16.619;16.167;15.250;14.673;14.104;2
792.861148;724.752516;23.370;22.153;20.424;19.311;18.138;2
610.041148;201.404900;20.383;18.566;16.449;15.219;14.037;2
381.813148;553.318308;15.318;14.775;13.830;13.296;12.848;2
649.313788;651.175012;21.875;20.668;19.166;18.265;17.458;2
609.229788;680.034788;24.038;22.729;20.923;19.813;18.733;2
276.745020;368.549636;21.723;20.140;18.045;16.655;15.157;2
653.514556;179.078596;22.689;21.448;19.917;18.887;17.951;2
712.044060;627.618820;22.497;21.650;20.127;19.142;18.114;2
395.404220;121.189732;19.151;18.332;17.348;16.718;16.025;2
405.481980;510.951940;16.661;16.418;15.639;15.134;14.628;2
396.730556;115.987876;21.808;20.754;19.399;18.530;17.589;2
 89.631676;576.998756;19.356;18.664;17.615;16.942;16.223;2
242.955484;355.718180;22.047;20.793;19.328;18.376;17.328;2
437.046876;610.979780;17.003;16.553;15.659;15.086;14.502;2
479.169308;611.110372;18.323;17.822;16.744;16.063;15.381;2
247.197788;201.697764;17.089;15.789;14.071;13.071;12.107;2
152.787164;528.402692;22.399;20.966;19.300;18.216;17.026;2
795.939036;714.816612;19.272;18.720;17.586;16.875;16.164;2
404.114108;519.514340;21.104;20.290;18.875;17.979;17.071;2
470.411900;398.503076;23.033;22.064;20.455;19.449;18.429;2
430.892508; 64.542020;22.688;21.758;20.193;19.205;18.193;2
724.714300;469.985828;23.387;22.236;20.576;19.503;18.368;2
699.570940;216.614468;23.197;22.118;20.473;19.414;18.305;2
273.600604;681.685316;20.252;19.040;17.671;16.733;15.834;2
615.699196;402.209988;22.457;21.498;19.944;18.973;17.993;2
121.032892;688.851684;20.402;19.320;17.993;17.136;16.216;2
624.107068;154.741668;13.076;12.887;12.317;11.969;11.654;2
577.359356;505.066852;16.674;16.438;15.628;15.111;14.602;2
699.605084; 73.914724;20.522;19.871;18.605;17.830;17.071;2
226.069340;171.475396;20.200;19.548;18.351;17.577;16.775;2
520.231164; 92.508420;23.353;22.083;20.383;19.283;18.097;2
731.668764;346.068804;21.200;20.280;18.959;18.109;17.206;2
597.665884;606.227428;16.889;16.552;15.700;15.158;14.620;2
197.375004;354.667108;19.449;18.443;17.177;16.406;15.747;2
303.454076;590.120964;23.461;22.390;20.717;19.640;18.513;2
682.843548;542.788228;20.328;19.598;18.310;17.532;16.782;2
320.410620;155.211940;20.012;19.358;18.124;17.350;16.575;2
223.645468;620.889284;18.994;18.423;17.288;16.596;15.926;2
530.516956;285.442436;18.090;17.423;16.464;15.856;15.223;2
722.063036;472.992260;12.912;12.629;12.111;11.793;11.482;2
182.838812;159.646436;16.914;16.342;15.324;14.736;14.220;2
156.134332;636.015780;22.537;21.186;19.574;18.567;17.648;2
534.938780;616.782500;17.994;17.020;15.828;15.116;14.531;2
190.801052;585.314756;22.427;21.429;19.877;18.932;18.006;2
426.446044; 81.907588;19.350;18.666;17.505;16.775;16.045;2
443.745084;564.334852;20.421;19.644;18.335;17.529;16.768;2
239.758620;693.198884;21.464;20.748;19.393;18.561;17.737;2
607.062876;184.559588;15.233;14.820;14.278;13.941;13.580;2
167.682748;283.333604;23.942;22.537;20.846;19.702;18.610;2
492.562556;656.999204;18.494;17.790;16.878;16.300;15.677;2
215.490332; 33.564260;18.981;18.356;17.216;16.539;15.909;2
590.521340; 58.903332;22.034;21.230;19.785;18.891;17.996;2
366.455740; 32.203076;23.322;21.906;20.256;19.185;18.007;2
345.826076;203.119492;21.711;20.857;19.466;18.564;17.615;2
704.292316;742.905508;22.062;21.127;19.602;18.616;17.582;2
210.188508;222.097220;19.201;18.685;17.558;16.865;16.184;2
165.749564;119.917604;21.892;21.071;19.642;18.721;17.764;2
406.378172;393.437092;19.898;18.738;17.366;16.473;15.507;2
304.762812;713.547652;20.359;19.529;18.197;17.386;16.621;2
249.288668;640.001828;17.363;16.916;15.948;15.333;14.716;2
564.420892;516.090084;22.463;21.206;19.609;18.616;17.705;2
552.050204;598.625636;19.294;18.352;17.247;16.535;15.760;2
491.576956; 53.253732;23.125;21.748;20.142;19.032;17.913;2
163.341532;221.712484;13.531;13.074;12.528;12.179;11.812;2
319.388764;618.908228;19.956;19.173;17.892;17.066;16.204;2
490.879644;586.412644;19.034;18.047;16.874;16.118;15.299;2
542.281852;565.738980;23.284;22.115;20.377;19.253;18.065;2
206.943772;555.280708;23.601;22.425;20.659;19.571;18.489;2
519.916476;434.808356;16.295;15.687;14.943;14.472;13.971;2
608.346972; 78.751556;19.408;18.636;17.450;16.689;15.895;2
746.128220; 39.862948;23.809;22.203;20.318;19.093;17.759;2
253.230012;249.340612;22.185;21.284;19.775;18.819;17.842;2
560.860060; 62.546180;19.622;18.592;17.379;16.598;15.757;2
555.829980;395.352676;21.122;20.011;18.587;17.740;16.987;2
445.894748;511.857636;20.095;19.030;17.703;16.856;15.955;2
762.135420; 63.115364;21.778;20.848;19.384;18.479;17.611;2
211.213884;473.366436;21.720;21.006;19.626;18.768;17.907;2
235.927100;166.057764;21.409;20.234;18.816;17.894;16.883;2
498.250172;185.530756;16.247;15.599;14.847;14.360;13.830;2
 91.792956;439.144292;23.843;22.395;20.695;19.594;18.382;2
789.587900;244.207044;24.190;22.229;19.683;18.133;16.545;2
170.751836;517.405860;14.732;14.470;13.887;13.518;13.147;2
411.455068;133.933540;23.334;22.410;20.798;19.778;18.728;2
798.434716;453.581572;20.148;18.967;17.559;16.642;15.651;2
196.026844;660.148196;15.532;15.294;14.491;14.005;13.551;2
767.080316;384.279812;17.854;16.942;15.838;15.124;14.356;2
156.310684; 37.669636;22.012;21.117;19.656;18.770;17.905;2
729.793308;118.253700;19.468;18.617;17.517;16.816;16.066;2
395.774876;748.826148;20.209;19.064;17.711;16.833;15.882;2
557.795196;441.050020;23.399;22.181;20.540;19.481;18.346;2
222.462396;639.096836;23.783;21.651;19.040;17.469;15.881;2
729.823228;708.527428;21.611;20.831;19.420;18.533;17.633;2
340.693916; 31.754276;20.206;18.952;17.451;16.476;15.423;2
455.287516; 36.412644;24.133;22.744;20.988;19.857;18.634;2
198.315196; 73.994628;20.711;19.869;18.531;17.732;16.978;2
767.150012;400.630564;15.583;15.199;14.494;14.051;13.608;2
614.341884;561.909220;23.117;21.983;20.346;19.291;18.175;2
114.182268;733.043876;20.157;19.450;18.198;17.407;16.609;2
346.890876;280.555972;16.638;16.194;15.356;14.828;14.307;2
762.318460; 93.575332;20.586;19.759;18.369;17.501;16.632;2
376.131164;388.216580;21.521;20.391;18.964;18.054;17.087;2
454.066780;415.554308;17.420;16.891;16.104;15.606;15.077;2
552.854172;461.316772;25.589;23.392;20.548;18.798;16.983;2
744.864540;609.888228;23.315;21.577;19.834;18.591;17.079;2
756.322492;287.327748;20.358;19.790;18.569;17.803;17.033;2
506.046620;584.283396;20.301;19.253;18.028;17.235;16.364;2
531.016444;396.070404;14.889;14.291;13.555;13.081;12.577;2
412.234396;608.702692;19.696;18.417;16.964;15.956;14.869;2
537.427772;237.770724;19.618;18.986;17.854;17.124;16.366;2
294.889564; 63.039332;21.945;20.728;19.278;18.343;17.324;2
 95.296412;149.385988;17.539;17.101;16.075;15.441;14.820;2
660.895644;563.276036;18.642;17.763;16.724;16.056;15.333;2
611.205212; 55.125668;22.687;21.683;20.044;18.997;17.911;2
768.349276;435.953764;21.275;20.190;18.829;17.955;17.015;2
722.274588;147.453508;24.454;22.831;20.916;19.674;18.318;2
103.105180; 54.586404;18.943;18.247;17.076;16.325;15.550;2
697.904924;595.453764;22.627;21.361;19.787;18.775;17.684;2
717.209660;634.344484;21.786;20.885;19.426;18.542;17.682;2
579.567452;267.652004;16.965;16.359;15.520;14.991;14.441;2
757.149340;637.244612;20.194;18.967;17.593;16.672;15.822;2
761.830236;240.851076;23.514;22.027;20.391;19.322;18.332;2
650.086076;197.550852;21.980;20.965;19.377;18.390;17.404;2
113.890108;638.302020;20.407;19.902;18.727;17.967;17.190;2
448.228508;120.886660;22.835;21.102;18.735;17.282;15.784;2
386.837948;420.120452;23.823;22.506;20.778;19.698;18.675;2
174.143004;227.258244;21.718;20.904;19.537;18.647;17.709;2
161.812444;312.476388;15.523;15.254;14.589;14.162;13.733;2
532.333628;639.669540;22.008;21.088;19.636;18.758;17.911;2
494.128252;621.445796;18.897;18.295;17.251;16.579;15.882;2
670.741788;417.177380;21.835;20.648;19.211;18.286;17.280;2
228.980028;187.859588;20.864;20.131;18.818;17.978;17.113;2
270.626204;312.904068;23.027;21.831;20.125;19.021;17.845;2
466.479004;318.919044;23.609;22.204;20.608;19.491;18.243;2
769.225404;491.442340;19.988;19.079;17.890;17.130;16.320;2
490.781084;652.403140;21.956;20.735;19.240;18.278;17.239;2
587.589884;557.254372;22.580;21.640;20.080;19.111;18.135;2
256.315996;560.318884;22.849;21.450;19.858;18.764;17.669;2
679.755452;709.672836;23.968;21.686;19.026;17.442;15.862;2
602.811420;141.737732;20.958;20.067;18.654;17.753;16.828;2
139.555484;332.588260;21.379;20.539;19.122;18.239;17.355;2
484.580604;113.939236;22.876;21.676;20.057;19.019;17.922;2
294.351708;650.609700;21.609;20.896;19.468;18.559;17.623;2
362.309532;365.737156;21.688;20.898;19.502;18.592;17.634;2
398.066748;443.972676;22.490;21.606;20.152;19.203;18.197;2
190.778172;317.178756;22.957;21.629;20.064;19.052;17.937;2
658.263388;523.747140;23.983;22.619;20.990;19.878;18.789;2
343.581020;460.255492;21.336;20.129;18.658;17.722;16.900;2
163.565756;331.635044;20.097;18.936;17.560;16.644;15.834;2
386.908348;565.608036;21.786;20.386;18.723;17.642;16.462;2
703.421468;163.340676;20.753;19.737;18.351;17.495;16.715;2
719.866204;482.804612;20.516;19.816;18.531;17.752;16.996;2
753.700796;145.247172;23.189;21.804;20.147;19.075;17.907;2
117.454460;652.983940;22.205;21.373;19.892;18.957;18.001;2
670.293340; 50.091364;22.932;21.832;20.153;19.066;17.916;2
340.426044; 78.467844;19.190;18.430;17.353;16.665;15.938;2
128.732188;124.062052;21.687;20.492;19.037;18.099;17.084;2
484.830876;211.469988;20.750;19.983;18.684;17.849;16.983;2
793.379292;413.190276;22.044;20.131;17.792;16.402;15.018;2
555.310076;454.106404;23.656;22.509;20.712;19.558;18.348;2
439.653436;657.736996;25.693;23.442;20.671;18.985;17.271;2
331.111068; 64.470212;19.080;18.409;17.325;16.630;15.908;2
705.959740;239.256516;22.939;21.899;20.301;19.270;18.186;2
711.410108;457.168100;23.899;22.437;20.757;19.606;18.447;2
460.086684;506.639236;17.473;16.880;15.890;15.257;14.607;2
131.454556;645.492676;22.991;21.919;20.305;19.263;18.168;2
476.876028;727.422788;23.208;22.081;20.431;19.365;18.240;2
710.573756;654.897764;21.467;20.461;18.942;18.027;17.147;2
787.589244;626.240740;18.182;17.303;16.111;15.346;14.547;2
433.726108;288.822692;22.899;21.871;20.259;19.228;18.158;2
799.807868; 48.006116;22.251;20.987;19.353;18.300;17.174;2
621.471292;692.025668;9.825;9.655;9.353;9.175;9.015;2
657.806492;316.072420;19.456;18.435;17.126;16.285;15.393;2
505.711868;394.643044;22.056;20.892;19.288;18.256;17.167;2
323.048156;296.276644;22.397;21.115;19.528;18.552;17.646;2
140.692796;336.893220;21.562;20.640;19.148;18.221;17.307;2
302.909532;489.964644;22.249;21.023;19.536;18.577;17.739;2
279.008380;574.436196;21.511;20.207;18.649;17.637;16.530;2
539.809756;726.695204;14.069;13.430;12.384;11.719;11.054;2
 98.801980; 78.571684;23.975;22.586;20.928;19.855;18.891;2
429.143068;270.332836;17.277;16.485;15.551;14.950;14.293;2
537.770268;384.410404;22.818;21.480;19.872;18.836;17.908;2
149.215068;465.076484;23.574;22.255;20.638;19.612;18.685;2
279.352284;266.581220;16.417;16.200;15.394;14.884;14.389;2
195.676252;266.941316;22.978;21.577;19.938;18.862;17.890;2
529.953052;259.829508;19.750;18.706;17.442;16.624;15.738;2
404.795228;250.599012;21.166;19.927;18.474;17.453;16.383;2
417.266588;706.767076;22.874;21.895;20.333;19.379;18.438;2
303.225980;238.264228;20.455;18.733;16.588;15.322;14.069;2
314.450908; 71.152580;23.319;22.284;20.662;19.610;18.499;2
271.870524;695.715684;22.149;20.840;19.263;18.241;17.131;2
440.400380;619.222916;24.197;22.673;20.796;19.577;18.249;2
363.687612;700.107588;22.160;21.314;19.838;18.895;17.921;2
251.659388;410.343300;21.436;20.546;19.068;18.115;17.120;2
224.800028;620.384164;21.366;19.977;18.428;17.356;16.139;2
664.523004;669.512452;21.775;20.721;19.290;18.370;17.387;2
798.214012;194.779556;23.717;22.210;20.493;19.359;18.302;2
567.632188;619.082820;24.060;22.642;20.829;19.712;18.650;2
193.660700;579.388132;23.230;22.076;20.434;19.373;18.246;2
146.854204;407.423812;21.727;20.441;18.770;17.688;16.533;2
462.754140;621.754500;20.472;19.713;18.363;17.522;16.689;2
167.655292;337.880580;21.188;19.984;18.521;17.609;16.788;2
327.939196;624.113956;23.903;22.729;20.917;19.767;18.585;2
550.973436;629.883588;23.254;21.896;20.321;19.167;17.866;2
273.327804;555.511268;14.936;13.649;12.135;11.300;10.552;2
286.024092;209.204516;20.620;19.855;18.528;17.713;16.912;2
551.599292;745.721860;23.902;22.751;20.992;19.881;18.743;2
147.870428;367.332420;19.719;19.010;17.775;17.029;16.318;2
375.076924;647.850724;18.050;17.480;16.471;15.836;15.207;2
358.343548;465.777316;22.817;21.484;19.756;18.647;17.467;2
618.383900;698.958308;19.877;19.226;17.981;17.214;16.476;2
333.853852;185.128420;14.669;14.128;13.476;13.058;12.606;2
493.726620;207.888388;22.708;21.661;20.083;19.055;17.955;2
264.903036;562.902564;22.453;21.138;19.576;18.534;17.570;2
710.469916;653.295812;19.522;18.946;17.856;17.148;16.412;2
491.178492;659.570564;20.268;19.241;17.963;17.139;16.244;2
305.271100;728.677668;23.189;21.842;20.255;19.227;18.314;2
655.397052;704.832132;17.509;16.361;14.756;13.821;12.917;2
400.689852;431.773764;23.097;21.729;20.143;19.109;18.191;2
187.760828;506.289348;22.572;21.500;19.975;19.049;18.172;2
435.680764;459.110436;22.580;21.634;20.060;19.077;18.099;2
104.627580;397.615684;22.700;21.338;19.690;18.623;17.463;2
528.559836;581.276260;18.583;17.958;16.838;16.178;15.571;2
673.231484; 81.789668;20.103;19.460;18.233;17.456;16.668;2
324.121052; 63.458564;20.730;19.978;18.619;17.769;16.925;2
192.383292;423.234596;20.777;19.550;18.149;17.266;16.514;2
378.721884;592.839812;20.637;19.823;18.492;17.695;16.938;2
366.253340;405.784900;17.432;16.098;14.441;13.492;12.605;2
681.441180;435.055460;20.626;19.905;18.593;17.775;16.958;2
441.650332;203.859396;23.711;22.497;20.763;19.644;18.458;2
135.549724;256.227140;23.923;22.405;20.724;19.630;18.621;2
126.766268;430.431588;23.734;22.510;20.710;19.601;18.500;2
779.437980;224.214148;20.074;19.387;18.164;17.430;16.735;2
383.374268;432.876228;20.985;20.227;18.983;18.172;17.311;2
705.134652;748.670212;20.035;19.526;18.353;17.620;16.887;2
562.596124;133.506916;21.714;21.018;19.659;18.782;17.874;2
693.374684; 42.104484;23.148;22.271;20.697;19.706;18.689;2
467.498044;652.235940;25.695;23.472;20.637;18.900;17.106;2
529.644700;709.539780;19.919;19.325;18.103;17.324;16.540;2
451.662620;686.158884;23.004;21.203;18.868;17.458;16.032;2
801.992028;378.872388;20.502;19.851;18.602;17.801;16.980;2
610.912700;395.108036;20.619;19.628;18.290;17.426;16.501;2
716.966780; 48.581636;19.802;19.174;17.968;17.239;16.536;2
729.523676;585.233796;13.768;13.464;12.943;12.620;12.296;2
239.758972;409.629444;20.283;19.601;18.338;17.572;16.829;2
756.546716;321.005348;17.419;16.889;15.933;15.321;14.692;2
218.915996;701.278340;23.012;22.057;20.462;19.441;18.381;2
196.759004;673.331300;23.609;22.423;20.694;19.624;18.577;2
223.313180;499.214852;22.465;21.517;19.982;18.995;17.965;2
310.051260;246.460548;17.443;16.870;15.898;15.278;14.645;2
264.088156;597.901572;23.826;22.352;20.567;19.459;18.430;2
753.121052;560.985220;25.021;23.004;20.383;18.715;16.984;2
728.811228;386.125700;23.528;22.406;20.642;19.525;18.378;2
376.793628;122.936708;22.979;21.753;20.089;19.068;18.097;2
546.225308;222.793828;22.863;21.793;20.096;19.041;17.976;2
187.860444;660.556516;21.392;20.246;18.804;17.932;17.156;2
576.438876;604.322756;18.575;17.707;16.512;15.746;14.948;2
787.153116;535.645796;23.786;22.669;20.932;19.826;18.678;2
263.245820;358.779524;20.709;19.903;18.527;17.673;16.838;2
796.589532;688.366628;21.791;20.910;19.444;18.542;17.648;2
317.008892;391.698916;13.750;13.373;12.783;12.417;12.059;2
131.819580;330.654372;22.627;21.448;19.892;18.907;17.999;2
594.389116;170.192356;23.053;21.676;20.057;19.007;17.852;2
769.083900;466.482372;25.027;23.193;20.751;19.173;17.495;2
478.513532;557.601092;21.425;20.414;19.030;18.134;17.167;2
226.019004;517.638180;21.038;20.013;18.717;17.885;16.983;2
535.118300;654.980836;23.317;22.402;20.808;19.781;18.711;2
560.518972;448.870052;22.465;21.634;20.151;19.196;18.203;2
192.646940; 56.688548;20.198;19.561;18.295;17.490;16.675;2
206.733980;250.368804;18.669;17.908;16.890;16.240;15.547;2
328.400316;689.796452;23.136;22.029;20.428;19.391;18.285;2
367.808828;486.829380;23.089;22.170;20.578;19.574;18.542;2
801.612220;253.851492;22.598;21.265;19.696;18.601;17.482;2
673.730972;209.575172;23.595;22.141;20.421;19.324;18.326;2
424.288284;500.562308;19.600;18.778;17.543;16.748;15.909;2
 95.238684;429.526596;21.770;20.754;19.318;18.393;17.408;2
654.167868;368.493668;22.876;21.715;20.064;18.997;17.859;2
621.202716;122.074308;23.649;21.932;19.640;18.171;16.638;2
740.004476;690.430404;21.157;20.265;18.822;17.940;17.090;2
307.892092;410.289092;20.809;19.689;18.160;17.170;16.123;2
123.714428;450.483620;18.135;17.481;16.489;15.856;15.199;2
117.407644;330.390372;20.124;19.427;18.189;17.398;16.589;2
227.803644;103.927652;22.485;21.134;19.581;18.508;17.428;2
323.173116;507.347812;21.593;20.394;18.797;17.768;16.676;2
190.143516;245.648484;21.161;19.926;18.492;17.608;16.847;2
337.802940;617.865604;23.812;22.440;20.642;19.483;18.248;2
222.900636;528.915204;21.117;20.092;18.670;17.832;17.065;2
779.485148;730.498212;18.995;18.155;17.137;16.484;15.772;2
667.742044;154.515684;20.541;19.605;18.340;17.522;16.640;2
345.073148; 92.357764;23.751;22.430;20.792;19.758;18.814;2
614.182428; 57.304900;22.489;20.806;18.548;17.177;15.783;2
408.999516;388.488324;22.015;20.759;19.270;18.286;17.412;2
478.361468;561.939492;18.054;17.452;16.450;15.803;15.124;2
197.597468;132.532932;20.910;20.258;18.956;18.146;17.332;2
119.949084;298.896580;18.713;18.159;17.004;16.300;15.617;2
510.437468;168.497828;21.859;21.069;19.639;18.753;17.866;2
728.528220;508.854020;18.143;16.871;15.164;14.168;13.204;2
378.197404;424.114948;19.835;18.842;17.447;16.542;15.584;2
535.138716; 96.433572;25.073;22.948;20.301;18.694;17.063;2
613.648092;202.907588;21.944;21.124;19.669;18.746;17.803;2
591.306300;604.685668;22.006;20.992;19.441;18.494;17.577;2
342.507420;257.222948;24.809;22.626;19.952;18.335;16.698;2
363.030076;166.002500;20.965;19.734;18.319;17.353;16.440;2
733.739932;214.043460;23.699;22.466;20.777;19.751;18.769;2
274.760092;744.716900;22.395;21.032;19.494;18.413;17.193;2
110.817148;375.591044;22.650;21.315;19.502;18.330;17.090;2
425.781820;255.059908;17.791;17.151;16.103;15.435;14.750;2
467.661724;637.646596;23.408;21.942;20.301;19.250;18.305;2
227.177436;202.900900;22.948;21.953;20.337;19.323;18.290;2
529.978396;499.633732;17.989;17.438;16.351;15.678;15.025;2
281.706812;647.919012;19.145;18.227;16.955;16.141;15.288;2
524.846940; 58.505924;22.437;21.456;19.908;18.962;18.033;2
484.315900;718.287684;19.347;18.720;17.552;16.823;16.102;2
450.039196;283.213924;18.152;17.348;16.189;15.449;14.689;2
455.104124;726.937732;20.857;19.916;18.551;17.677;16.767;2
292.860988;739.942020;24.229;22.658;20.946;19.831;18.783;2
652.264252;130.002052;21.800;20.873;19.390;18.474;17.567;2
321.695420;556.563396;20.277;19.323;18.171;17.432;16.618;2
663.672572;161.933028;21.138;20.099;18.739;17.886;17.131;2
473.078300;516.956356;18.960;18.077;16.950;16.221;15.429;2
142.152540;731.666852;23.914;21.877;19.239;17.569;15.826;2
253.346876;443.703044;18.041;17.594;16.692;16.106;15.498;2
552.924924;518.358020;22.365;21.459;19.919;18.917;17.859;2
604.732284;207.624388;19.786;18.828;17.618;16.838;15.997;2
152.907548;235.859364;23.567;22.479;20.756;19.635;18.445;2
748.821372;408.898340;23.519;22.191;20.513;19.431;18.257;2
141.055356;446.868932;18.917;18.459;17.378;16.710;16.053;2
758.263420;348.597924;18.666;18.170;17.047;16.344;15.642;2
109.091644;257.727012;22.525;21.225;19.570;18.502;17.346;2
396.337020;745.078756;21.943;20.671;19.184;18.193;17.300;2
225.542748;403.012548;17.327;16.719;15.848;15.292;14.708;2
267.212508;128.410660;22.225;21.329;19.843;18.936;18.043;2
639.659836;247.968868;22.000;20.702;19.181;18.116;17.004;2
793.105788; 70.488708;19.797;19.125;17.956;17.201;16.417;2
109.792124;218.913732;20.172;19.488;18.270;17.484;16.671;2
690.797340;196.065060;21.964;21.130;19.681;18.751;17.787;2
663.917564;456.713316;19.362;18.771;17.594;16.846;16.094;2
349.405564;171.971012;21.183;20.106;18.689;17.776;16.799;2
244.787644;729.584068;22.921;21.797;20.200;19.167;18.066;2
139.423484;155.450596;23.288;22.181;20.535;19.468;18.337;2
453.234652;193.197316;13.327;12.697;11.639;10.980;10.349;2
429.002268;437.684196;14.069;13.701;13.088;12.702;12.313;2
464.225852;259.420484;20.271;19.558;18.228;17.395;16.557;2
293.198908;177.250660;21.354;20.573;19.183;18.326;17.475;2
388.456796;385.286532;21.989;20.813;19.239;18.223;17.142;2
410.064316;649.010916;17.857;17.276;16.176;15.514;14.901;2
588.386108;740.210596;20.599;19.573;18.180;17.334;16.558;2
431.122364;537.879588;13.483;13.193;12.411;11.953;11.553;2
367.678940;619.790340;14.398;14.164;13.483;13.061;12.667;2
744.050012;449.807780;22.823;21.590;19.922;18.850;17.717;2
621.263612;396.153828;22.851;21.531;19.882;18.875;17.932;2
542.898908;637.640260;21.318;20.681;19.366;18.529;17.674;2
433.832412;516.862020;18.906;18.240;17.237;16.593;15.910;2
369.475196;654.251844;21.511;20.104;18.123;16.874;15.586;2
236.307964;385.281252;22.975;21.985;20.361;19.346;18.334;2
613.597756;137.284932;22.745;21.412;19.597;18.415;17.151;2
550.752028;546.318436;23.400;21.984;20.176;19.005;17.739;2
109.727356; 84.762308;18.481;17.720;16.670;15.996;15.282;2
364.815068;118.877444;21.307;20.266;18.870;18.020;17.251;2
353.370140;640.266884;23.035;21.851;20.264;19.296;18.387;2
505.858300;105.560580;24.927;23.058;20.546;18.962;17.321;2
721.199932;600.480324;22.532;21.252;19.535;18.421;17.230;2
190.402588;667.440580;24.172;22.699;20.987;19.898;18.915;2
614.635100;661.834980;18.117;17.558;16.475;15.783;15.082;2
214.324508;612.997796;24.393;22.803;21.000;19.822;18.727;2
558.274972;741.269412;23.771;22.408;20.724;19.683;18.723;2
656.782524;351.645188;19.651;18.882;17.678;16.905;16.105;2
527.923068; 32.628292;20.427;19.445;18.026;17.113;16.155;2
715.060700;249.863684;16.906;16.448;15.476;14.869;14.276;2
494.654492;220.597348;23.500;22.152;20.390;19.314;18.293;2
763.825020;506.840580;16.557;16.096;15.131;14.548;14.007;2
688.101020;653.602756;19.356;18.706;17.517;16.797;16.107;2
553.641596;174.655012;24.679;22.763;20.179;18.582;16.924;2
210.831612; 67.261924;21.622;20.030;17.864;16.553;15.221;2
292.492092;235.306724;20.556;19.823;18.510;17.700;16.919;2
313.369916;344.418628;23.976;22.563;20.899;19.813;18.839;2
294.365788;195.985508;17.205;16.793;15.874;15.281;14.676;2
399.231868;271.029092;22.723;21.633;20.094;19.097;18.029;2
551.810140;343.823044;22.875;21.558;19.830;18.709;17.500;2
723.648796;386.802244;23.443;22.096;20.499;19.423;18.419;2
447.611100;297.902180;21.532;20.815;19.443;18.571;17.677;2
575.946428;225.748164;23.083;22.101;20.433;19.383;18.310;2
609.391356;333.672068;19.860;19.182;17.904;17.122;16.359;2
699.730748;338.305092;19.578;19.044;17.911;17.188;16.454;2
269.344220; 92.675620;18.913;18.103;16.940;16.190;15.394;2
478.998236;454.504164;16.854;16.937;16.238;15.734;15.190;2
106.616028;358.984036;19.857;18.640;16.676;15.486;14.305;2
600.017596;666.623588;12.724;12.509;11.974;11.636;11.306;2
 89.933340;503.539172;18.086;17.479;16.496;15.866;15.212;2
658.935004;419.113380;21.905;21.075;19.624;18.727;17.833;2
194.397084;630.397156;22.619;21.686;20.145;19.198;18.258;2
587.191068; 35.791364;24.018;22.755;20.928;19.745;18.488;2
408.390556;558.531076;17.790;17.132;16.043;15.410;14.848;2
547.470684; 81.932932;23.445;22.269;20.577;19.481;18.318;2
381.142588; 68.183108;15.061;14.749;13.915;13.427;12.990;2
588.078108;195.641956;21.155;20.105;18.637;17.691;16.692;2
